repo_name,repo_url,repo_id,discription,date_created,date_last_push,homepage,repo_language,forks_count,stars_count,owner
solidity-A-to-Z,https://github.com/solidity-korea/solidity-A-to-Z,123473892,Solidity A to Z : Good Practice Examples,2018-03-01 18:10:45,2018-05-28 23:02:41,,Solidity,7,18.0,solidity-korea
TokenTrade,https://github.com/Pyronewbic/TokenTrade,123544813,Sample EIP20 Smart Contract,2018-03-02 07:19:46,2018-03-02 10:04:24,,Solidity,0,0.0,Pyronewbic
Smart_Contracts,https://github.com/Safehaven-io/Smart_Contracts,123577728,"Contracts for SafeHaven (platform, token, crowdsale)",2018-03-02 12:41:59,2020-10-17 08:48:48,,Solidity,2,2.0,Safehaven-io
momocode,https://github.com/mroth/momocode,123638398,:peach: Visual fingerprinting for 20-byte Ethereum addresses via emoji,2018-03-02 22:40:09,2020-05-21 12:05:53,,Solidity,0,11.0,mroth
solc-js,https://github.com/vapory-legacy/solc-js,123667423,JavaScript bindings for the Solidity compiler.,2018-03-03 06:49:33,2022-03-29 06:07:40,,Solidity,0,0.0,vapory-legacy
bcois-cw,https://github.com/lmatasalvatierra/bcois-cw,123684795,,2018-03-03 11:13:25,2018-07-02 19:42:42,,Solidity,0,0.0,lmatasalvatierra
bnk48coin-ico,https://github.com/artiya4u/bnk48coin-ico,123685013,,2018-03-03 11:16:46,2021-06-23 09:41:09,,Solidity,2,1.0,artiya4u
cryptozombies,https://github.com/roberto-butti/cryptozombies,123715455,Learning to Code Ethereum DApps By Building a Game,2018-03-03 17:33:59,2018-04-20 07:17:34,,Solidity,0,3.0,roberto-butti
DAICO,https://github.com/nisdas/DAICO,123765573,"DAICO , using DAOs to improve ICOs",2018-03-04 07:09:13,2018-03-06 08:49:37,,Solidity,1,4.0,nisdas
stakebank,https://github.com/nanfengpo/stakebank,123879532,Simple method to allow for staking while keeping a lightweight ERC20 interface.,2018-03-05 07:11:43,2018-03-04 12:36:46,,Solidity,18,3.0,nanfengpo
raiden-contracts,https://github.com/raiden-network/raiden-contracts,123951681,Raiden Network Smart Contracts,2018-03-05 17:06:47,2022-04-29 07:49:42,,Solidity,48,45.0,raiden-network
cryptoshares,https://github.com/just-digital/cryptoshares,123956717,Cryptoshares for the LocalCoinSwap platform ICO,2018-03-05 17:50:25,2018-03-04 09:11:36,https://www.localcoinswap.com/,Solidity,0,1.0,just-digital
quarter4g,https://github.com/fMercury/quarter4g,124018421,,2018-03-06 04:02:23,2018-03-06 04:02:37,,Solidity,0,0.0,fMercury
dynamic-vault,https://github.com/decanus/dynamic-vault,124323906,Vault to easily support multiple token standards,2018-03-08 02:21:28,2018-03-08 03:01:27,,Solidity,0,5.0,decanus
contract-template,https://github.com/solidity-korea/contract-template,124427066,"template for start smart contracts using Ethereum Solidity, Truffle, zeppelin-solidity",2018-03-08 17:43:27,2018-03-08 17:44:00,,Solidity,2,1.0,solidity-korea
contract.codex-coin,https://github.com/codex-protocol/contract.codex-coin,124593198,ERC-20 smart contract for Codex Protocol,2018-03-09 21:05:47,2019-12-24 20:54:36,https://codexprotocol.com,Solidity,3,6.0,codex-protocol
ommer-token,https://github.com/lastperson/ommer-token,124724878,"OMR contract, crowdsale, team lockup, and SafetyWallet (ETH)",2018-03-11 05:02:59,2018-03-11 07:23:40,https://www.ommer.com/,Solidity,0,0.0,lastperson
project-ether,https://github.com/zkSoju/project-ether,125007709,"A digital trading card game built on the Ethereum blockchain, conceptualized in 2017.",2018-03-13 07:09:08,2021-11-03 01:05:37,,Solidity,0,1.0,zkSoju
DAO-Smart-contracts,https://github.com/danbogd/DAO-Smart-contracts,125023401,"DAO Contracts, Oraclizers USD, EUR, CrowdSale Contracts",2018-03-13 09:12:36,2018-08-20 09:19:01,,Solidity,2,1.0,danbogd
cryptoTag,https://github.com/Sajtagari/cryptoTag,125096126,,2018-03-13 18:22:16,2021-10-10 20:48:09,,Solidity,0,0.0,Sajtagari
gometh-contracts,https://github.com/adria0/gometh-contracts,125114500,Gometh sidechain smartcontracts,2018-03-13 21:04:54,2018-03-30 18:02:09,,Solidity,1,0.0,adria0
dice,https://github.com/peara/dice,125297333,,2018-03-15 01:47:19,2018-03-15 07:13:46,,Solidity,0,0.0,peara
SmartContracts,https://github.com/sparkuu/SmartContracts,125328834,,2018-03-15 07:29:55,2018-03-19 15:16:23,,Solidity,0,0.0,sparkuu
Essentials-of-Bitcoin-and-Blockchain-video,https://github.com/PacktPublishing/Essentials-of-Bitcoin-and-Blockchain-video,125337685,"Code files for Essentials of Bitcoin and Blockchain, published by Packt",2018-03-15 08:46:01,2021-01-14 15:58:47,,Solidity,0,1.0,PacktPublishing
typescript-web3-boilerplate,https://github.com/adklempner/typescript-web3-boilerplate,125594277,A TypeScript boilerplate for testing Solidity smart contracts that uses tools from @0xproject,2018-03-17 03:44:01,2018-03-23 16:58:56,,Solidity,4,5.0,adklempner
communal-validation,https://github.com/validitycrypto/communal-validation,125641050,Smart contract repository for Validity's core product.,2018-03-17 15:08:53,2020-04-18 18:23:06,,Solidity,0,8.0,validitycrypto
qcoin,https://github.com/shural/qcoin,125659223,"Cryptocurrency for project apogeios. Value of the currency grows as the quality of SW stack grows even better, the ecosystem grows stronger and the inhabitants of Apogeios internalizes more sense of quality.",2018-03-17 18:47:51,2021-10-26 12:48:58,,Solidity,1,3.0,shural
lava-wallet,https://github.com/apexmfer/lava-wallet,125917969,An ERC20 solidity contract which allows for offchain signature to approve withdrawls,2018-03-19 20:44:39,2021-09-01 03:16:25,,Solidity,7,12.0,apexmfer
Ethereum-Cookbook,https://github.com/PacktPublishing/Ethereum-Cookbook,126286037,Code snippets as given in Ethereum Cookbook,2018-03-22 05:48:47,2021-01-14 16:11:59,,Solidity,21,34.0,PacktPublishing
chronobase,https://github.com/chronobaseio/chronobase,126325618,Your luxury watch secured by blockchain https://chronobase.io,2018-03-22 11:32:20,2021-05-05 14:09:57,,Solidity,0,1.0,chronobaseio
AHS,https://github.com/ghiliweld/AHS,126336895,The Address Handle Service - A Simple ENS Alternative,2018-03-22 13:09:16,2021-01-26 22:01:42,,Solidity,1,2.0,ghiliweld
fiat-exchange-rate,https://github.com/TovarishFin/fiat-exchange-rate,126381718,fiat exchange rate smart contract fetched through oraclize,2018-03-22 18:54:17,2018-07-03 20:26:41,,Solidity,1,1.0,TovarishFin
contracts,https://github.com/cryptocopycats/contracts,126584927,"Inside the CryptoKitties, MoonCats & Friends Blockchain Contracts / Services incl.  Wrapped CryptoKitties (WCK, WG0, WVG0), Wrapped MoonCatsRescue (WMCR)",2018-03-24 09:36:15,2021-05-22 15:16:41,,Solidity,14,18.0,cryptocopycats
Eth-contracts,https://github.com/RobinHung/Eth-contracts,126613851,Ethereum smart contracts,2018-03-24 15:39:09,2018-03-24 17:16:22,,Solidity,0,0.0,RobinHung
SimpleCoin,https://github.com/jackleslie/SimpleCoin,126626129,Basic ERC20 compliant token with ownership properties,2018-03-24 18:00:41,2020-11-19 14:55:14,,Solidity,0,0.0,jackleslie
Ethereum,https://github.com/blackboxsystems/Ethereum,126643666,Solidity smart contracts,2018-03-24 21:59:25,2019-04-15 01:41:35,,Solidity,1,2.0,blackboxsystems
austrian-blockchain-whitepapers,https://github.com/openblockchains/austrian-blockchain-whitepapers,126685400,The Art of the Steal / Deal - Made in Austria - Collection of Token White Papers on the Blockchain - Incl. Scam Alert - Thanks for your money and holding the bag!,2018-03-25 10:14:48,2021-01-02 09:44:11,,Solidity,0,9.0,openblockchains
ethereum-masterclass,https://github.com/volcano852/ethereum-masterclass,126695337,Udemy Ethereum Masterclass notes to build distributed exchanges in solidity ,2018-03-25 12:29:01,2018-04-25 16:42:44,,Solidity,1,1.0,volcano852
nft-lending-contracts,https://github.com/chentschel/nft-lending-contracts,126762290,Crowfunded Lending Contracts for buying ERC721,2018-03-26 02:25:15,2018-03-26 05:26:23,,Solidity,1,4.0,chentschel
go-contract,https://github.com/DonaldPeat/go-contract,126769283,The game Go on the Ethereum blockchain,2018-03-26 03:36:40,2022-03-06 20:13:54,,Solidity,0,2.0,DonaldPeat
awesome-cryptocollectibles,https://github.com/cryptocopycats/awesome-cryptocollectibles,126833974,"A collection about Awesome Crypto Collectibles (& Assets) - Yes, Non Fungible Tokens (NFTs) - Yes, Unique Bits & Bytes on the Blockchain - Buy! Sell! Hodl!",2018-03-26 13:35:22,2018-03-28 16:35:56,,Solidity,9,38.0,cryptocopycats
IndygoArt,https://github.com/shyheim103/IndygoArt,126844012,IndygoArt is a blockchain based marketplace for artists to sell their artwork at the most competitive rates in the business.,2018-03-26 14:46:54,2021-02-07 00:36:55,,Solidity,0,0.0,shyheim103
channel-gravy-token,https://github.com/0xjac/channel-gravy-token,126995759,Get gravy out of using payment channels! :meat_on_bone:,2018-03-27 14:04:32,2018-04-17 09:47:41,,Solidity,0,1.0,0xjac
smart-contracts,https://github.com/HydroBlockchain/smart-contracts,127044033,,2018-03-27 20:46:24,2022-04-18 20:31:08,,Solidity,39,66.0,HydroBlockchain
Solidity-RLP,https://github.com/hamdiallam/Solidity-RLP,127046957,A solidity library for Ethereum's RLP decoding,2018-03-27 21:17:08,2021-12-01 23:57:24,,Solidity,33,102.0,hamdiallam
exchangeableToken,https://github.com/RyanKung/exchangeableToken,127124842,"This is a extension for Ethereum based tokens, which added an build-in exchange.",2018-03-28 10:36:35,2018-05-15 08:56:07,,Solidity,3,10.0,RyanKung
LoopDefender,https://github.com/ShubhamTatvamasi/LoopDefender,127251711,Loop Defender Function Solidity,2018-03-29 07:09:50,2018-03-29 07:13:12,,Solidity,0,0.0,ShubhamTatvamasi
daico,https://github.com/jw-pyo/daico,127383421,This repository has moved to https://github.com/decipherhub/ICO2.0,2018-03-30 05:00:14,2018-05-07 09:01:18,,Solidity,1,0.0,jw-pyo
Smart-Contract-Modular-Template,https://github.com/Turing-Chain/Smart-Contract-Modular-Template,127447847,"Backed by Blockchain Education Network  Hong Kong and Taiwan branch, the open source repository contains educational materials including smart contract templates for developers.",2018-03-30 16:11:58,2020-04-06 11:52:21,https://turingchain.tech,Solidity,28,94.0,Turing-Chain
eth-lottery,https://github.com/rounakdatta/eth-lottery,127457932,Decentralized Lottery - A Quick Sample Ethereum ÐApp,2018-03-30 18:01:30,2018-06-22 20:25:08,,Solidity,1,3.0,rounakdatta
zombie-solidity,https://github.com/dardalan/zombie-solidity,127548747,,2018-03-31 16:13:03,2018-09-12 12:03:13,,Solidity,0,1.0,dardalan
REFA,https://github.com/devdananthony/REFA,127600279,REFA COIN For Easy Energy Transaction Using BlockChain Technology To Distribute Energy From Producers To Consumers,2018-04-01 05:30:42,2021-09-17 12:39:29,https://refa.energy,Solidity,0,1.0,devdananthony
bet-center,https://github.com/OriginSport/bet-center,127633480,This is a decentralized sports betting platform based on Ethereum.,2018-04-01 13:49:59,2018-08-07 07:10:58,,Solidity,6,23.0,OriginSport
smartcontracts,https://github.com/MariusVanDerWijden/smartcontracts,127664561,"Smart contracts I created for fun, feel free to take them if you mention this repo <3",2018-04-01 19:29:15,2021-01-31 17:24:04,,Solidity,0,6.0,MariusVanDerWijden
xor-core,https://github.com/XORprotocol/xor-core,127725899,XOR Ethereum Contracts (back-end),2018-04-02 08:12:19,2018-05-23 05:24:56,,Solidity,3,2.0,XORprotocol
blockchain-basic,https://github.com/daybreak6/blockchain-basic,127750777,???? ??,2018-04-02 12:04:42,2020-11-17 05:06:59,,Solidity,0,0.0,daybreak6
SimpleCert,https://github.com/chelbukhov/SimpleCert,127761844,System of storage courses and certificates for the blockchain Ethereum,2018-04-02 13:44:23,2018-07-18 18:39:31,http://eth-contracts.ml,Solidity,0,0.0,chelbukhov
cclp-contracts-poc0,https://github.com/cclp-project/cclp-contracts-poc0,127776115,,2018-04-02 15:38:27,2018-05-20 20:07:10,,Solidity,2,2.0,cclp-project
xor-external-contract-examples,https://github.com/XORprotocol/xor-external-contract-examples,127849943,,2018-04-03 04:16:52,2018-06-17 03:59:52,,Solidity,0,2.0,XORprotocol
ICO2.0,https://github.com/Strawberry-Pizza/ICO2.0,127868042,This repository has moved to https://github.com/decipherhub/ICO2.0,2018-04-03 07:23:38,2018-05-07 08:45:32,,Solidity,3,3.0,Strawberry-Pizza
ETH-Tempus,https://github.com/jfdelgad/ETH-Tempus,127967608,Basic system for scheduling non-ether transaction in ethereum,2018-04-03 20:53:13,2020-11-11 11:31:16,,Solidity,0,7.0,jfdelgad
blockchain-dev,https://github.com/sbedell/blockchain-dev,127973554,Blockchain development tutorials and demo code,2018-04-03 22:00:44,2022-04-13 21:36:36,,Solidity,0,1.0,sbedell
solidity-magic-square,https://github.com/trufflesuite/solidity-magic-square,128124712,Demo project for testing debugging features,2018-04-04 21:33:10,2021-03-30 17:52:07,,Solidity,8,5.0,trufflesuite
vote-proxy,https://github.com/makerdao/vote-proxy,128127329,ds-chief mkr proxy voting with a hot/cold wallet ,2018-04-04 22:03:26,2021-09-17 21:15:30,,Solidity,24,10.0,makerdao
MultiSend,https://github.com/moon-funding/MultiSend,128128761,,2018-04-04 22:18:50,2020-09-12 19:26:54,,Solidity,0,1.0,moon-funding
CryptoZombies,https://github.com/jdowning100/CryptoZombies,128153747,Ethereum smart contract blockchain game written in Solidity,2018-04-05 03:18:30,2018-04-05 22:47:30,,Solidity,0,0.0,jdowning100
TheNineBillionNamesOfGod,https://github.com/vcinly/TheNineBillionNamesOfGod,128162757,TheNineBillionNamesOfGod,2018-04-05 05:23:04,2018-05-03 15:06:34,,Solidity,0,0.0,vcinly
token,https://github.com/airbloc/token,128242552,Smart Contract of Airbloc Token (ABL) ??,2018-04-05 17:44:10,2018-07-11 04:54:43,https://airbloc.org/,Solidity,7,15.0,airbloc
profile-contracts,https://github.com/blokboy/profile-contracts,128263775,Tokenized Profile Contracts for the D-OZ project,2018-04-05 21:00:44,2018-04-01 01:13:05,,Solidity,0,0.0,blokboy
solidity-cborutils,https://github.com/smartcontractkit/solidity-cborutils,128433750,A library for encoding CBOR in Solidity.,2018-04-06 18:21:12,2022-03-30 14:15:30,,Solidity,11,58.0,smartcontractkit
SolidityByExample,https://github.com/shalmali86/SolidityByExample,128509031,,2018-04-07 08:09:56,2021-06-12 14:59:52,,Solidity,0,0.0,shalmali86
Smart_Contract,https://github.com/FernandoFH/Smart_Contract,128691510, Practice of Smart contract & BlockChain,2018-04-08 23:52:14,2022-01-22 02:27:36,,Solidity,0,0.0,FernandoFH
yosoku,https://github.com/phji/yosoku,128759135,,2018-04-09 11:07:54,2018-04-09 14:15:32,,Solidity,0,0.0,phji
contracts,https://github.com/2key/contracts,128776516,2key smart contracts architecture,2018-04-09 13:30:35,2022-04-28 19:42:49,https://2key.io,Solidity,12,35.0,2key
TelecomCoin,https://github.com/irobor/TelecomCoin,128822054,,2018-04-09 19:17:02,2019-07-22 14:54:04,,Solidity,0,0.0,irobor
credo.id,https://github.com/herculesinc/credo.id,128850434,Credo ID smart contract,2018-04-10 00:36:51,2018-04-12 02:48:02,,Solidity,0,0.0,herculesinc
basic-dc,https://github.com/cstrangedk/basic-dc,128876553,,2018-04-10 05:06:30,2018-04-12 22:48:26,,Solidity,0,0.0,cstrangedk
solidity-example,https://github.com/yudetamago/solidity-example,128879617,,2018-04-10 05:42:28,2018-04-18 11:09:32,,Solidity,0,1.0,yudetamago
My-Solidity-Programs,https://github.com/anurag-git/My-Solidity-Programs,129042290,This repository contains all my Solidity Smart Contracts,2018-04-11 06:03:13,2022-04-28 04:08:22,,Solidity,0,0.0,anurag-git
0x863df6bfa4,https://github.com/parity-contracts/0x863df6bfa4,129086023,The self-destructed multi-signature wallet library 0x863df6bfa4469f3ead0be8f9f2aae51c91a907b4,2018-04-11 11:53:50,2018-04-29 18:30:18,,Solidity,6,7.0,parity-contracts
supplychain,https://github.com/ShubhamTatvamasi/supplychain,129144694,,2018-04-11 19:37:29,2018-04-12 12:53:11,,Solidity,0,0.0,ShubhamTatvamasi
Poketh,https://github.com/Poketh/Poketh,129219451,Blockchain Collectibles,2018-04-12 08:34:34,2018-08-16 06:06:39,,Solidity,0,0.0,Poketh
smart-contracts,https://github.com/SkySnake2005/smart-contracts,129229315,Collection of base smart contracts in Solidity,2018-04-12 09:46:37,2018-04-12 09:57:55,,Solidity,0,0.0,SkySnake2005
publicmail,https://github.com/cryptobuks/publicmail,129320020,Mail and messaging on the blockchain. Public and readable by everyone.,2018-04-12 22:58:39,2018-03-26 18:51:16,https://atik-lab.github.io/publicmail/,Solidity,0,0.0,cryptobuks
SidechainAtomicSwap,https://github.com/alesanro/SidechainAtomicSwap,129525531,Contains solidity contracts that allows to manage ERC20 swaps between chains,2018-04-14 14:40:47,2018-04-20 16:41:53,,Solidity,0,3.0,alesanro
capture-the-ether,https://github.com/saurfang/capture-the-ether,129587617,Example code for Capture the Ether,2018-04-15 07:34:39,2018-04-15 07:53:15,https://medium.com/@saurfang/lets-play-capture-the-ether-warmup-68a5fc38e670,Solidity,0,0.0,saurfang
smart-contracts-playground,https://github.com/Febrero/smart-contracts-playground,129614783,"Personal smart-contracts developed for fun or different projects. Feel free to share any comments, ideas or general feedback. ",2018-04-15 13:50:44,2021-12-14 00:37:04,,Solidity,0,0.0,Febrero
tokeninc-smart-contracts,https://github.com/m10io/tokeninc-smart-contracts,129623588,"Ethereum Solidity Smart Contracts for Token, Inc.",2018-04-15 15:29:12,2019-04-13 17:04:29,,Solidity,6,3.0,m10io
Contract,https://github.com/beatblocks/Contract,129639965,,2018-04-15 18:44:42,2018-04-19 23:11:20,,Solidity,0,0.0,beatblocks
light-network-contracts,https://github.com/eshohet/light-network-contracts,129663717,A simple ERC 865 implementation with bancor swaps built in,2018-04-16 00:33:53,2018-09-05 20:47:35,,Solidity,3,0.0,eshohet
xor-libraries,https://github.com/XORprotocol/xor-libraries,129685313,,2018-04-16 04:36:55,2018-05-06 03:07:33,,Solidity,0,2.0,XORprotocol
ethernaut,https://github.com/tsauvajon/ethernaut,129746103,Solving Ethernaut challenges,2018-04-16 13:15:22,2018-04-18 11:36:41,,Solidity,4,4.0,tsauvajon
cryptozombies,https://github.com/MushuLeDragon/cryptozombies,129751037,Learn crypto by invoke zombies,2018-04-16 13:51:45,2018-04-17 13:41:35,,Solidity,0,0.0,MushuLeDragon
randomExample,https://github.com/jzaki/randomExample,129850915,Commit/reveal random Ethereum smart contract example.,2018-04-17 05:29:10,2018-04-19 04:57:19,,Solidity,2,6.0,jzaki
